year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,27,1750,1755,-5,2016,2045,-29,AA,785,N3GFAA,LGA,DFW,192,1389,17,55,2013-07-27T21:00:00Z
2013,7,27,1840,1831,9,2022,2022,0,UA,1177,N24702,EWR,ORD,102,719,18,31,2013-07-27T22:00:00Z
2013,7,27,2029,1930,59,2129,2047,42,EV,5769,N836AS,LGA,IAD,45,229,19,30,2013-07-27T23:00:00Z
2013,7,28,34,2030,244,135,2155,220,WN,1271,N233LV,EWR,MDW,102,711,20,30,2013-07-29T00:00:00Z
2013,7,28,729,730,-1,1026,1033,-7,DL,1771,N704X,JFK,SEA,325,2422,7,30,2013-07-28T11:00:00Z
2013,7,28,740,725,15,845,845,0,WN,463,N934WN,EWR,BNA,108,748,7,25,2013-07-28T11:00:00Z
2013,7,28,854,855,-1,1147,1205,-18,AA,647,N5FGAA,JFK,MIA,151,1089,8,55,2013-07-28T12:00:00Z
2013,7,28,957,959,-2,1229,1237,-8,B6,483,N508JB,JFK,MCO,133,944,9,59,2013-07-28T13:00:00Z
2013,7,28,1005,1010,-5,1246,1254,-8,UA,1148,N73283,EWR,TPA,146,997,10,10,2013-07-28T14:00:00Z
2013,7,28,1155,1200,-5,1453,1450,3,AA,3,N327AA,JFK,LAX,322,2475,12,0,2013-07-28T16:00:00Z
2013,7,28,1200,1210,-10,1449,1500,-11,AA,743,N489AA,LGA,DFW,195,1389,12,10,2013-07-28T16:00:00Z
2013,7,28,1325,1330,-5,1723,1625,58,B6,505,N507JB,EWR,FLL,169,1065,13,30,2013-07-28T17:00:00Z
2013,7,28,1502,1440,22,1841,1749,52,DL,1902,N915DL,LGA,PBI,151,1035,14,40,2013-07-28T18:00:00Z
2013,7,28,1526,1325,121,1758,1535,143,EV,4419,N11165,EWR,MSY,175,1167,13,25,2013-07-28T17:00:00Z
2013,7,28,1558,1600,-2,1911,1849,22,B6,543,N618JB,EWR,PBI,147,1023,16,0,2013-07-28T20:00:00Z
2013,7,28,1625,1630,-5,1952,1930,22,AA,881,N3ALAA,JFK,DFW,206,1391,16,30,2013-07-28T20:00:00Z
2013,7,28,2101,1730,211,2338,2017,201,UA,1712,N37420,EWR,IAH,185,1400,17,30,2013-07-28T21:00:00Z
2013,7,28,2107,1935,92,2309,2135,94,EV,5454,N197PQ,EWR,DTW,84,488,19,35,2013-07-28T23:00:00Z
2013,7,28,2211,2115,56,304,131,93,DL,347,N3730B,JFK,SJU,206,1598,21,15,2013-07-29T01:00:00Z
2013,7,28,NA,1900,NA,NA,2030,NA,US,2187,NA,LGA,DCA,NA,214,19,0,2013-07-28T23:00:00Z
2013,7,28,NA,1840,NA,NA,2035,NA,EV,3827,N12569,EWR,CAE,NA,602,18,40,2013-07-28T22:00:00Z
2013,7,29,603,608,-5,659,719,-20,B6,2180,N238JB,EWR,BOS,35,200,6,8,2013-07-29T10:00:00Z
2013,7,29,613,615,-2,804,808,-4,US,1125,N103US,JFK,CLT,86,541,6,15,2013-07-29T10:00:00Z
2013,7,29,633,630,3,753,755,-2,AA,303,N3AXAA,LGA,ORD,107,733,6,30,2013-07-29T10:00:00Z
2013,7,29,645,643,2,846,855,-9,EV,4393,N11137,EWR,IND,94,645,6,43,2013-07-29T10:00:00Z
2013,7,29,743,752,-9,857,913,-16,B6,2702,N368JB,JFK,BUF,57,301,7,52,2013-07-29T11:00:00Z
2013,7,29,749,745,4,859,915,-16,UA,1253,N15712,EWR,ORD,106,719,7,45,2013-07-29T11:00:00Z
2013,7,29,759,800,-1,942,938,4,B6,885,N334JB,JFK,RDU,74,427,8,0,2013-07-29T12:00:00Z
2013,7,29,810,815,-5,1046,1057,-11,B6,281,N318JB,JFK,HOU,188,1428,8,15,2013-07-29T12:00:00Z
2013,7,29,824,830,-6,1020,1028,-8,EV,4297,N16546,EWR,DTW,82,488,8,30,2013-07-29T12:00:00Z
2013,7,29,957,1000,-3,1442,1430,12,HA,51,N380HA,JFK,HNL,618,4983,10,0,2013-07-29T14:00:00Z
2013,7,29,1029,1030,-1,1300,1248,12,DL,1529,N3752,JFK,LAS,300,2248,10,30,2013-07-29T14:00:00Z
2013,7,29,1032,1035,-3,1343,1350,-7,AA,1879,N3CKAA,LGA,MIA,154,1096,10,35,2013-07-29T14:00:00Z
2013,7,29,1034,1044,-10,1232,1246,-14,EV,5955,N18556,EWR,IND,97,645,10,44,2013-07-29T14:00:00Z
2013,7,29,1104,1100,4,1339,1332,7,DL,1647,N551NW,LGA,ATL,107,762,11,0,2013-07-29T15:00:00Z
2013,7,29,1134,920,134,1404,1133,151,EV,4952,N615QX,LGA,CLT,87,544,9,20,2013-07-29T13:00:00Z
2013,7,29,1457,1459,-2,1814,1827,-13,DL,161,N176DZ,JFK,SEA,342,2422,14,59,2013-07-29T18:00:00Z
2013,7,29,1458,1459,-1,1755,1737,18,DL,451,N673DL,LGA,ATL,104,762,14,59,2013-07-29T18:00:00Z
2013,7,29,1551,1544,7,1741,1732,9,UA,1542,N39726,LGA,CLE,63,419,15,44,2013-07-29T19:00:00Z
2013,7,29,1626,1629,-3,1840,1853,-13,US,17,N524UW,JFK,PHX,280,2153,16,29,2013-07-29T20:00:00Z
2013,7,29,1703,1625,38,1848,1815,33,MQ,3411,N725MQ,LGA,RDU,74,431,16,25,2013-07-29T20:00:00Z
2013,7,29,1708,1700,8,1935,1938,-3,DL,1499,N310NW,LGA,ATL,107,762,17,0,2013-07-29T21:00:00Z
2013,7,29,1721,1643,38,1925,1907,18,EV,5601,N371CA,LGA,CLT,83,544,16,43,2013-07-29T20:00:00Z
2013,7,29,1727,1735,-8,1952,1937,15,YV,2751,N956LR,LGA,CLT,81,544,17,35,2013-07-29T21:00:00Z
2013,7,29,1902,1905,-3,2015,2045,-30,WN,542,N700GS,LGA,MKE,109,738,19,5,2013-07-29T23:00:00Z
2013,7,29,1954,2000,-6,2059,2125,-26,US,2189,N766US,LGA,DCA,44,214,20,0,2013-07-30T00:00:00Z
2013,7,29,2138,2135,3,25,8,17,B6,611,N655JB,JFK,LAS,305,2248,21,35,2013-07-30T01:00:00Z
2013,7,29,2138,2142,-4,2247,2259,-12,EV,3832,N11539,EWR,DCA,39,199,21,42,2013-07-30T01:00:00Z
2013,7,29,2314,2130,104,153,14,99,B6,1371,N632JB,LGA,FLL,142,1076,21,30,2013-07-30T01:00:00Z
2013,7,29,NA,745,NA,NA,1000,NA,9E,3353,NA,JFK,DTW,NA,509,7,45,2013-07-29T11:00:00Z
2013,7,29,NA,1000,NA,NA,1125,NA,EV,5736,N825AS,LGA,IAD,NA,229,10,0,2013-07-29T14:00:00Z
2013,7,30,540,545,-5,914,921,-7,B6,939,N789JB,JFK,BQN,200,1576,5,45,2013-07-30T09:00:00Z
2013,7,30,605,602,3,719,728,-9,UA,1597,N16701,EWR,ORD,115,719,6,2,2013-07-30T10:00:00Z
2013,7,30,611,615,-4,749,808,-19,US,1125,N119US,JFK,CLT,77,541,6,15,2013-07-30T10:00:00Z
2013,7,30,626,630,-4,843,900,-17,EV,4137,N29917,EWR,ATL,110,746,6,30,2013-07-30T10:00:00Z
2013,7,30,657,700,-3,912,930,-18,DL,1547,N616DL,LGA,ATL,99,762,7,0,2013-07-30T11:00:00Z
2013,7,30,759,800,-1,1021,1021,0,B6,677,N193JB,JFK,JAX,108,828,8,0,2013-07-30T12:00:00Z
2013,7,30,806,805,1,942,950,-8,9E,3611,N8588D,JFK,PIT,65,340,8,5,2013-07-30T12:00:00Z
2013,7,30,948,950,-2,1225,1220,5,VX,251,N638VA,JFK,LAS,310,2248,9,50,2013-07-30T13:00:00Z
2013,7,30,1115,1110,5,1236,1245,-9,WN,114,N743SW,LGA,MDW,108,725,11,10,2013-07-30T15:00:00Z
2013,7,30,1151,1200,-9,1302,1309,-7,US,2126,N950UW,LGA,BOS,35,184,12,0,2013-07-30T16:00:00Z
2013,7,30,1227,1209,18,1328,1316,12,B6,1191,N292JB,JFK,ACK,41,199,12,9,2013-07-30T16:00:00Z
2013,7,30,1244,1250,-6,1347,1359,-12,B6,316,N368JB,JFK,SYR,46,209,12,50,2013-07-30T16:00:00Z
2013,7,30,1310,1312,-2,1604,1618,-14,B6,1639,N537JB,LGA,RSW,150,1080,13,12,2013-07-30T17:00:00Z
2013,7,30,1350,1259,51,1602,1534,28,DL,781,N921DL,LGA,ATL,104,762,12,59,2013-07-30T16:00:00Z
2013,7,30,1355,1359,-4,1601,1603,-2,B6,1373,N216JB,JFK,CHS,96,636,13,59,2013-07-30T17:00:00Z
2013,7,30,1438,1440,-2,1627,1643,-16,DL,1231,N346NB,LGA,DTW,78,502,14,40,2013-07-30T18:00:00Z
2013,7,30,1507,1505,2,1744,1758,-14,UA,503,N832UA,EWR,AUS,194,1504,15,5,2013-07-30T19:00:00Z
2013,7,30,1525,1525,0,1728,1725,3,MQ,3199,N537MQ,LGA,CLT,83,544,15,25,2013-07-30T19:00:00Z
2013,7,30,1545,1520,25,1704,1636,28,EV,4580,N27962,EWR,MKE,113,725,15,20,2013-07-30T19:00:00Z
2013,7,30,1557,1543,14,1905,1909,-4,DL,31,N3769L,JFK,SLC,274,1990,15,43,2013-07-30T19:00:00Z
2013,7,30,1558,1545,13,1718,1710,8,MQ,3694,N534MQ,EWR,ORD,108,719,15,45,2013-07-30T19:00:00Z
2013,7,30,1658,1700,-2,2036,2018,18,DL,1163,N705TW,JFK,LAX,341,2475,17,0,2013-07-30T21:00:00Z
2013,7,30,1702,1635,27,1829,1816,13,EV,4702,N13975,EWR,GSO,66,445,16,35,2013-07-30T20:00:00Z
2013,7,30,1736,1740,-4,2002,2015,-13,WN,345,N957WN,LGA,DEN,241,1620,17,40,2013-07-30T21:00:00Z
2013,7,30,1759,1755,4,2117,2114,3,UA,212,N556UA,EWR,SFO,345,2565,17,55,2013-07-30T21:00:00Z
2013,7,30,1808,1700,68,1944,1823,81,US,2183,N747UW,LGA,DCA,40,214,17,0,2013-07-30T21:00:00Z
2013,7,30,1856,1859,-3,2104,2121,-17,FL,778,N965AT,LGA,ATL,99,762,18,59,2013-07-30T22:00:00Z
2013,7,30,1928,1936,-8,2204,2233,-29,B6,1271,N645JB,LGA,FLL,137,1076,19,36,2013-07-30T23:00:00Z
2013,7,30,2006,2007,-1,2344,2359,-15,UA,1244,N37464,EWR,SJU,199,1608,20,7,2013-07-31T00:00:00Z
2013,7,30,2024,2028,-4,2229,2247,-18,B6,135,N656JB,JFK,PHX,279,2153,20,28,2013-07-31T00:00:00Z
2013,7,30,2125,2129,-4,2217,2244,-27,UA,1451,N37420,EWR,BOS,35,200,21,29,2013-07-31T01:00:00Z
2013,7,30,2130,2059,31,2301,2249,12,EV,4672,N21154,EWR,STL,123,872,20,59,2013-07-31T00:00:00Z
2013,7,30,2325,2245,40,33,2359,34,B6,1816,N247JB,JFK,SYR,40,209,22,45,2013-07-31T02:00:00Z
2013,7,31,554,600,-6,901,850,11,B6,601,N563JB,JFK,FLL,152,1069,6,0,2013-07-31T10:00:00Z
2013,7,31,609,602,7,728,728,0,UA,1597,N17719,EWR,ORD,106,719,6,2,2013-07-31T10:00:00Z
2013,7,31,650,655,-5,941,938,3,B6,453,N537JB,JFK,PBI,140,1028,6,55,2013-07-31T10:00:00Z
2013,7,31,655,700,-5,930,947,-17,DL,2285,N979DL,LGA,MCO,129,950,7,0,2013-07-31T11:00:00Z
2013,7,31,723,725,-2,1009,1010,-1,AA,1815,N3DRAA,JFK,MCO,137,944,7,25,2013-07-31T11:00:00Z
2013,7,31,744,745,-1,849,905,-16,WN,3841,N230WN,EWR,MDW,104,711,7,45,2013-07-31T11:00:00Z
2013,7,31,750,800,-10,845,904,-19,US,2118,N963UW,LGA,BOS,36,184,8,0,2013-07-31T12:00:00Z
2013,7,31,752,755,-3,934,955,-21,MQ,3478,N828MQ,LGA,DTW,79,502,7,55,2013-07-31T11:00:00Z
2013,7,31,820,830,-10,940,1010,-30,9E,3521,N929XJ,JFK,ORD,110,740,8,30,2013-07-31T12:00:00Z
2013,7,31,832,835,-3,1106,1120,-14,B6,1783,N529JB,JFK,MCO,123,944,8,35,2013-07-31T12:00:00Z
2013,7,31,844,844,0,1106,1104,2,EV,4364,N11189,EWR,MCI,157,1092,8,44,2013-07-31T12:00:00Z
2013,7,31,927,930,-3,1226,1230,-4,WN,1983,N707SA,EWR,AUS,196,1504,9,30,2013-07-31T13:00:00Z
2013,7,31,1033,1038,-5,1144,1202,-18,EV,4510,N29906,EWR,MKE,110,725,10,38,2013-07-31T14:00:00Z
2013,7,31,1053,1100,-7,1156,1213,-17,US,2171,N766US,LGA,DCA,42,214,11,0,2013-07-31T15:00:00Z
2013,7,31,1124,1125,-1,1353,1414,-21,UA,703,N596UA,JFK,LAX,306,2475,11,25,2013-07-31T15:00:00Z
2013,7,31,1257,1300,-3,1530,1555,-25,VX,411,N839VA,JFK,LAX,311,2475,13,0,2013-07-31T17:00:00Z
2013,7,31,1258,1300,-2,1507,1540,-33,AA,1841,N4XVAA,EWR,DFW,174,1372,13,0,2013-07-31T17:00:00Z
2013,7,31,1447,1450,-3,1715,1652,23,US,1145,N561UW,LGA,CLT,100,544,14,50,2013-07-31T18:00:00Z
2013,7,31,1547,1550,-3,1752,1752,0,EV,4352,N16151,EWR,CVG,95,569,15,50,2013-07-31T19:00:00Z
2013,7,31,1611,1617,-6,1759,1811,-12,EV,4092,N14568,EWR,DAY,83,533,16,17,2013-07-31T20:00:00Z
2013,7,31,1634,1605,29,1957,1925,32,DL,1394,N398DA,JFK,PDX,341,2454,16,5,2013-07-31T20:00:00Z
2013,7,31,1644,1629,15,1940,1927,13,B6,1161,N645JB,LGA,PBI,140,1035,16,29,2013-07-31T20:00:00Z
2013,7,31,1719,1713,6,1910,1919,-9,EV,4678,N17159,EWR,MSP,146,1008,17,13,2013-07-31T21:00:00Z
2013,7,31,1733,1735,-2,1839,1906,-27,DL,2383,N376NW,LGA,PWM,40,269,17,35,2013-07-31T21:00:00Z
2013,7,31,1826,1735,51,2000,1915,45,WN,19,N630WN,EWR,STL,124,872,17,35,2013-07-31T21:00:00Z
2013,7,31,1851,1859,-8,2123,2121,2,FL,778,N893AT,LGA,ATL,105,762,18,59,2013-07-31T22:00:00Z
2013,7,31,1951,1929,22,2152,2155,-3,9E,3285,N604LR,JFK,MSY,156,1182,19,29,2013-07-31T23:00:00Z
2013,7,31,2204,2005,119,2323,2149,94,B6,105,N633JB,JFK,ORD,114,740,20,5,2013-08-01T00:00:00Z
2013,7,31,2205,2025,100,115,2321,114,B6,1295,N503JB,JFK,AUS,199,1521,20,25,2013-08-01T00:00:00Z
2013,8,1,558,600,-2,715,725,-10,AA,301,N501AA,LGA,ORD,111,733,6,0,2013-08-01T10:00:00Z
2013,8,1,621,630,-9,816,837,-21,US,2085,N193UW,LGA,CLT,86,544,6,30,2013-08-01T10:00:00Z
2013,8,1,913,905,8,1127,1114,13,DL,181,N310NW,LGA,DTW,78,502,9,5,2013-08-01T13:00:00Z
2013,8,1,917,915,2,1238,1215,23,VX,161,N841VA,EWR,LAX,332,2454,9,15,2013-08-01T13:00:00Z
2013,8,1,925,929,-4,1216,1214,2,B6,795,N568JB,JFK,AUS,196,1521,9,29,2013-08-01T13:00:00Z
2013,8,1,942,915,27,1048,1039,9,DL,867,N368NB,JFK,BOS,31,187,9,15,2013-08-01T13:00:00Z
2013,8,1,1123,1129,-6,1510,1447,23,UA,1677,N38424,EWR,SFO,375,2565,11,29,2013-08-01T15:00:00Z
2013,8,1,1128,1135,-7,1408,1415,-7,UA,1519,N14107,EWR,MCO,136,937,11,35,2013-08-01T15:00:00Z
2013,8,1,1154,1200,-6,1529,1450,39,AA,3,N338AA,JFK,LAX,350,2475,12,0,2013-08-01T16:00:00Z
2013,8,1,1425,1425,0,1537,1554,-17,B6,2402,N216JB,JFK,BUF,56,301,14,25,2013-08-01T18:00:00Z
2013,8,1,1431,1430,1,1553,1601,-8,UA,1290,N37470,EWR,CLE,60,404,14,30,2013-08-01T18:00:00Z
2013,8,1,1439,1440,-1,1618,1643,-25,DL,1231,N325NB,LGA,DTW,76,502,14,40,2013-08-01T18:00:00Z
2013,8,1,1542,1542,0,1707,1716,-9,UA,1638,N23721,EWR,CLE,59,404,15,42,2013-08-01T19:00:00Z
2013,8,1,1547,1244,183,1707,1356,191,EV,4109,N14977,EWR,BNA,117,748,12,44,2013-08-01T16:00:00Z
2013,8,1,1611,1520,51,1732,1636,56,EV,4580,N36915,EWR,MKE,107,725,15,20,2013-08-01T19:00:00Z
2013,8,1,1629,1530,59,1847,1755,52,MQ,3202,N650MQ,JFK,IND,104,665,15,30,2013-08-01T19:00:00Z
2013,8,1,1839,1808,31,2123,2027,56,UA,525,N452UA,EWR,DEN,238,1605,18,8,2013-08-01T22:00:00Z
2013,8,1,2123,1755,208,2344,2045,179,AA,785,N3BFAA,LGA,DFW,181,1389,17,55,2013-08-01T21:00:00Z
2013,8,1,2129,2129,0,2245,2244,1,UA,1451,N38467,EWR,BOS,42,200,21,29,2013-08-02T01:00:00Z
2013,8,1,2141,2057,44,14,2359,15,UA,1241,N78506,EWR,TPA,135,997,20,57,2013-08-02T00:00:00Z
2013,8,1,2152,2159,-7,2251,2315,-24,EV,4474,N14558,EWR,BWI,33,169,21,59,2013-08-02T01:00:00Z
2013,8,1,2153,2116,37,2317,2249,28,B6,702,N274JB,JFK,BUF,53,301,21,16,2013-08-02T01:00:00Z
2013,8,1,2314,2001,193,210,2305,185,VX,415,N631VA,JFK,LAX,319,2475,20,1,2013-08-02T00:00:00Z
2013,8,1,NA,1510,NA,NA,1734,NA,EV,4377,N11150,EWR,JAX,NA,820,15,10,2013-08-01T19:00:00Z
2013,8,1,NA,1830,NA,NA,2015,NA,AA,2019,N559AA,LGA,STL,NA,888,18,30,2013-08-01T22:00:00Z
2013,8,1,NA,1645,NA,NA,1807,NA,EV,4511,N11140,EWR,ROC,NA,246,16,45,2013-08-01T20:00:00Z
2013,8,1,NA,1720,NA,NA,1850,NA,MQ,3365,N817MQ,JFK,DCA,NA,213,17,20,2013-08-01T21:00:00Z
2013,8,2,623,630,-7,903,923,-20,UA,712,N560UA,JFK,LAX,315,2475,6,30,2013-08-02T10:00:00Z
2013,8,2,641,646,-5,917,908,9,UA,472,N529UA,EWR,LAS,300,2227,6,46,2013-08-02T10:00:00Z
2013,8,2,654,700,-6,806,806,0,US,2136,N956UW,LGA,BOS,47,184,7,0,2013-08-02T11:00:00Z
2013,8,2,657,700,-3,920,833,47,UA,544,N449UA,LGA,ORD,167,733,7,0,2013-08-02T11:00:00Z
2013,8,2,706,645,21,922,908,14,US,623,N541UW,JFK,PHX,280,2153,6,45,2013-08-02T10:00:00Z
2013,8,2,712,720,-8,854,922,-28,EV,5840,N14950,EWR,GSP,86,594,7,20,2013-08-02T11:00:00Z
2013,8,2,725,729,-4,1011,1019,-8,B6,461,N579JB,LGA,PBI,133,1035,7,29,2013-08-02T11:00:00Z
2013,8,2,737,735,2,1006,1020,-14,WN,163,N556WN,LGA,HOU,181,1428,7,35,2013-08-02T11:00:00Z
2013,8,2,816,820,-4,1046,1043,3,EV,4998,N716EV,LGA,MCI,164,1107,8,20,2013-08-02T12:00:00Z
2013,8,2,954,959,-5,1230,1237,-7,B6,483,N807JB,JFK,MCO,129,944,9,59,2013-08-02T13:00:00Z
2013,8,2,1028,1030,-2,1429,1345,44,AA,179,N319AA,JFK,SFO,356,2586,10,30,2013-08-02T14:00:00Z
2013,8,2,1030,1030,0,1306,1325,-19,UA,591,N569UA,LGA,IAH,178,1416,10,30,2013-08-02T14:00:00Z
2013,8,2,1105,1100,5,1213,1211,2,US,2144,N959UW,LGA,BOS,39,184,11,0,2013-08-02T15:00:00Z
2013,8,2,1123,1115,8,1247,1254,-7,EV,5273,N717EV,LGA,PIT,56,335,11,15,2013-08-02T15:00:00Z
2013,8,2,1326,1332,-6,1427,1451,-24,EV,4347,N14923,EWR,ORF,47,284,13,32,2013-08-02T17:00:00Z
2013,8,2,1328,1310,18,1559,1605,-6,UA,1601,N16234,EWR,FLL,138,1065,13,10,2013-08-02T17:00:00Z
2013,8,2,1347,1347,0,1619,1644,-25,DL,1685,N912DE,LGA,MCO,129,950,13,47,2013-08-02T17:00:00Z
2013,8,2,1400,1340,20,1520,1510,10,WN,427,N739GB,LGA,MDW,116,725,13,40,2013-08-02T17:00:00Z
2013,8,2,1537,1520,17,1740,1741,-1,EV,6002,N14920,EWR,SDF,105,642,15,20,2013-08-02T19:00:00Z
2013,8,2,1554,1520,34,1706,1645,21,EV,4502,N14203,EWR,BNA,110,748,15,20,2013-08-02T19:00:00Z
2013,8,2,1615,1529,46,1849,1821,28,B6,573,N663JB,EWR,TPA,131,997,15,29,2013-08-02T19:00:00Z
2013,8,2,1636,1635,1,1952,1944,8,B6,423,N655JB,JFK,LAX,329,2475,16,35,2013-08-02T20:00:00Z
2013,8,2,1657,1700,-3,1911,1938,-27,DL,1499,N340NW,LGA,ATL,107,762,17,0,2013-08-02T21:00:00Z
2013,8,2,1730,1735,-5,1912,1937,-25,YV,2751,N909FJ,LGA,CLT,82,544,17,35,2013-08-02T21:00:00Z
2013,8,2,1824,1830,-6,2126,2145,-19,AA,119,N3HFAA,EWR,LAX,311,2454,18,30,2013-08-02T22:00:00Z
2013,8,2,1825,1825,0,2121,2133,-12,UA,236,N442UA,EWR,MIA,141,1085,18,25,2013-08-02T22:00:00Z
2013,8,2,1934,1930,4,2214,2232,-18,DL,1435,N909DE,LGA,TPA,137,1010,19,30,2013-08-02T23:00:00Z
2013,8,2,1949,1955,-6,2125,2145,-20,MQ,3573,N720MQ,LGA,CMH,76,479,19,55,2013-08-02T23:00:00Z
2013,8,2,1957,2000,-3,2239,2310,-31,DL,2391,N963DL,JFK,TPA,135,1005,20,0,2013-08-03T00:00:00Z
2013,8,2,2024,1930,54,2335,2304,31,UA,1481,N73256,EWR,SFO,347,2565,19,30,2013-08-02T23:00:00Z
2013,8,2,2024,2030,-6,2207,2155,12,WN,1271,N402WN,EWR,MDW,127,711,20,30,2013-08-03T00:00:00Z
2013,8,2,2042,1930,72,2300,2150,70,EV,4209,N12122,EWR,TVC,108,644,19,30,2013-08-02T23:00:00Z
2013,8,2,2057,2040,17,2244,2235,9,MQ,3603,N711MQ,LGA,DTW,86,502,20,40,2013-08-03T00:00:00Z
2013,8,2,2101,2100,1,2343,22,-39,DL,2363,N194DN,JFK,LAX,319,2475,21,0,2013-08-03T01:00:00Z
2013,8,3,148,2359,109,524,344,100,B6,1503,N529JB,JFK,SJU,195,1598,23,59,2013-08-04T03:00:00Z
2013,8,3,603,605,-2,832,839,-7,B6,583,N304JB,JFK,MCO,129,944,6,5,2013-08-03T10:00:00Z
2013,8,3,658,700,-2,941,951,-10,B6,23,N566JB,JFK,LAX,319,2475,7,0,2013-08-03T11:00:00Z
2013,8,3,659,655,4,924,915,9,WN,1151,N730SW,LGA,DEN,238,1620,6,55,2013-08-03T10:00:00Z
2013,8,3,725,730,-5,1002,1025,-23,AA,1757,N3AJAA,JFK,TPA,134,1005,7,30,2013-08-03T11:00:00Z
2013,8,3,738,705,33,933,908,25,EV,4297,N14179,EWR,DTW,84,488,7,5,2013-08-03T11:00:00Z
2013,8,3,820,759,21,1314,1100,NA,UA,207,N574UA,EWR,SFO,NA,2565,7,59,2013-08-03T11:00:00Z
2013,8,3,826,830,-4,1025,1035,-10,MQ,3478,N828MQ,LGA,DTW,84,502,8,30,2013-08-03T12:00:00Z
2013,8,3,834,843,-9,1039,1044,-5,US,2071,N730US,LGA,CLT,85,544,8,43,2013-08-03T12:00:00Z
2013,8,3,849,859,-10,1018,1044,-26,EV,4688,N13913,EWR,CLE,69,404,8,59,2013-08-03T12:00:00Z
2013,8,3,850,850,0,1021,1030,-9,AA,313,N553AA,LGA,ORD,119,733,8,50,2013-08-03T12:00:00Z
2013,8,3,921,901,20,1241,1204,37,B6,63,N504JB,JFK,SEA,354,2422,9,1,2013-08-03T13:00:00Z
2013,8,3,1033,1030,3,1301,1245,16,DL,1529,N3739P,JFK,LAS,303,2248,10,30,2013-08-03T14:00:00Z
2013,8,3,1034,800,154,1209,938,151,B6,885,N266JB,JFK,RDU,69,427,8,0,2013-08-03T12:00:00Z
2013,8,3,1246,1250,-4,1454,1450,4,DL,1131,N912DL,LGA,DTW,83,502,12,50,2013-08-03T16:00:00Z
2013,8,3,1407,1411,-4,1632,1702,-30,B6,1883,N564JB,JFK,MCO,125,944,14,11,2013-08-03T18:00:00Z
2013,8,3,1424,1433,-9,1720,1725,-5,UA,436,N490UA,LGA,IAH,188,1416,14,33,2013-08-03T18:00:00Z
2013,8,3,1451,1436,15,1729,1721,8,UA,495,N504UA,EWR,LAX,313,2454,14,36,2013-08-03T18:00:00Z
2013,8,3,1638,1620,18,1853,1856,-3,DL,843,N169DZ,JFK,ATL,103,760,16,20,2013-08-03T20:00:00Z
2013,8,3,1708,1658,10,2044,2016,28,UA,996,N834UA,EWR,SFO,373,2565,16,58,2013-08-03T20:00:00Z
2013,8,3,1742,1735,7,2059,2048,11,B6,263,N547JB,JFK,SEA,343,2422,17,35,2013-08-03T21:00:00Z
2013,8,3,1821,1630,111,1953,1830,83,MQ,3199,N543MQ,LGA,CLT,78,544,16,30,2013-08-03T20:00:00Z
2013,8,3,1909,1905,4,2222,2210,12,UA,1680,N37464,EWR,MIA,160,1085,19,5,2013-08-03T23:00:00Z
2013,8,3,1918,1912,6,2030,2038,-8,UA,1116,N87512,EWR,BOS,40,200,19,12,2013-08-03T23:00:00Z
2013,8,3,2059,1800,179,2259,2038,141,DL,61,N609DL,LGA,ATL,99,762,18,0,2013-08-03T22:00:00Z
2013,8,3,2140,2145,-5,21,18,3,B6,611,N789JB,JFK,LAS,303,2248,21,45,2013-08-04T01:00:00Z
2013,8,4,601,605,-4,837,839,-2,B6,583,N586JB,JFK,MCO,125,944,6,5,2013-08-04T10:00:00Z
2013,8,4,625,625,0,757,805,-8,WN,526,N284WN,LGA,STL,134,888,6,25,2013-08-04T10:00:00Z
2013,8,4,757,805,-8,1043,1055,-12,DL,1109,N328NW,LGA,TPA,145,1010,8,5,2013-08-04T12:00:00Z
2013,8,4,855,855,0,1134,1205,-31,AA,647,N5EUAA,JFK,MIA,137,1089,8,55,2013-08-04T12:00:00Z
2013,8,4,926,925,1,1220,1220,0,VX,407,N638VA,JFK,LAX,332,2475,9,25,2013-08-04T13:00:00Z
2013,8,4,929,929,0,1203,1214,-11,B6,795,N509JB,JFK,AUS,200,1521,9,29,2013-08-04T13:00:00Z
2013,8,4,946,955,-9,1140,1213,-33,9E,4060,N8672A,LGA,DAY,88,549,9,55,2013-08-04T13:00:00Z
2013,8,4,1033,1029,4,1243,1239,4,US,625,N510UW,JFK,PHX,286,2153,10,29,2013-08-04T14:00:00Z
2013,8,4,1133,1120,13,1427,1417,10,B6,1129,N517JB,JFK,RSW,152,1074,11,20,2013-08-04T15:00:00Z
2013,8,4,1135,1115,20,1312,1305,7,MQ,3281,N721MQ,LGA,CMH,75,479,11,15,2013-08-04T15:00:00Z
2013,8,4,1143,1148,-5,1354,1412,-18,EV,4679,N13994,EWR,JAX,113,820,11,48,2013-08-04T15:00:00Z
2013,8,4,1225,1230,-5,1406,1401,5,9E,3319,N922XJ,JFK,BUF,57,301,12,30,2013-08-04T16:00:00Z
2013,8,4,1238,1250,-12,1434,1450,-16,DL,1131,N363NB,LGA,DTW,90,502,12,50,2013-08-04T16:00:00Z
2013,8,4,1241,1250,-9,1356,1359,-3,B6,316,N346JB,JFK,SYR,47,209,12,50,2013-08-04T16:00:00Z
